OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor
22863,2016,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.65843,-122.38435,1.0,2.0,20294,Other,1735995.75,67.45,3.32,59,2,1.0,0.0,20294.0,10147.0
22866,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65708,-122.38383,1.0,4.0,40571,Office,1286817.375,8.97,0.22,33,1,0.73259,0.26741,40571.0,10142.75
22867,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65649,-122.38383,1.0,4.0,41707,Office,1755788.5,12.24,0.29,33,2,0.62455,0.37545,41707.0,10426.75
22881,2016,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.65118,-122.37875,1.0,2.0,57644,Office,2189735.0,42.87,0.74,56,3,1.0,0.0,57644.0,28822.0
22936,2016,Nonresidential COS,Other,3,EAST,47.6303,-122.3142,1.0,1.0,33087,Other - Entertainment/Public Assembly,3548858.25,121.9,3.68,84,1,1.0,0.0,33087.0,33087.0
22940,2016,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.70793,-122.33316,1.0,2.0,27574,Office,1211349.25,8.44,0.31,34,1,1.0,0.0,27574.0,13787.0
22962,2016,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.70842,-122.3332,1.0,3.0,76105,Office,2472350.25,17.24,0.23,29,1,0.64119,0.35881,76105.0,25368.333
23017,2016,NonResidential,Medical Office,5,NORTH,47.70676,-122.32264,1.0,3.0,28841,Medical Office,1459199.75,33.42,1.16,28,1,1.0,0.0,28841.0,9613.667
23020,2016,NonResidential,Self-Storage Facility,5,NORTH,47.70782,-122.31873,2.0,2.0,33344,Self-Storage Facility,123767.2031,0.86,0.03,39,3,1.0,0.0,16672.0,16672.0
23022,2016,Nonresidential COS,Other,5,NORTH,47.70541,-122.32232,2.0,1.0,30498,Other - Recreation,2436063.0,80.19,2.63,11,1,1.0,0.0,15249.0,30498.0
23040,2016,NonResidential,K-12 School,1,DELRIDGE,47.51698,-122.35946,1.0,2.0,42975,K-12 School,959352.0,42.96,1.0,92,1,1.0,0.0,42975.0,21487.5
23049,2016,NonResidential,Other,1,DELRIDGE,47.53366,-122.33733,1.0,1.0,23260,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1612105.75,52.41,2.25,53,5,1.0,0.0,23260.0,23260.0
23051,2016,NonResidential,Small- and Mid-Sized Office,1,DELRIDGE,47.53309,-122.33977,1.0,2.0,30659,Office,2619088.5,55.85,1.82,28,3,1.0,0.0,30659.0,15329.5
23056,2016,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63132,-122.34136,1.0,2.0,27144,Other,1012024.313,32.58,1.2,96,1,1.0,0.0,27144.0,13572.0
23064,2016,NonResidential,Other,5,NORTHWEST,47.70969,-122.34557,5.0,1.0,23166,Other,3475804.25,184.6,7.97,46,1,1.0,0.0,4633.2,23166.0
23065,2016,NonResidential,Medical Office,5,NORTHWEST,47.70558,-122.33486,1.0,2.0,34759,Medical Office,1633105.375,11.39,0.33,37,2,1.0,0.0,34759.0,17379.5
23117,2016,Campus,Other,1,DELRIDGE,47.51885,-122.33421,5.0,1.0,57952,Adult Education,3091387.5,96.15,1.66,11,1,1.0,0.0,11590.4,57952.0
23120,2016,NonResidential,Other,1,DELRIDGE,47.52956,-122.33592,1.0,1.0,26232,Other - Services,3094090.0,122.71,4.68,45,2,1.0,0.0,26232.0,26232.0
23158,2016,NonResidential,Warehouse,3,DOWNTOWN,47.59783,-122.31554,1.0,2.0,25840,Non-Refrigerated Warehouse,313528.0938,2.19,0.08,60,1,1.0,0.0,25840.0,12920.0
23161,2016,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59721,-122.31838,1.0,1.0,45145,Office,1268459.0,43.63,0.97,28,1,1.0,0.0,45145.0,45145.0
23164,2016,NonResidential,Small- and Mid-Sized Office,3,DOWNTOWN,47.59728,-122.31587,1.0,5.0,70332,Office,1981115.25,19.12,0.27,15,2,0.68585,0.31415,70332.0,14066.4
23228,2016,NonResidential,Supermarket / Grocery Store,6,BALLARD,47.6899,-122.37619,1.0,1.0,45522,Supermarket/Grocery Store,12250422.0,326.74,7.18,22,2,1.0,0.0,45522.0,45522.0
23231,2016,NonResidential,Retail Store,5,NORTHWEST,47.72286,-122.34612,1.0,2.0,20088,Retail Store,326778.6875,2.28,0.11,37,3,1.0,0.0,20088.0,10044.0
23265,2016,Campus,Other,1,GREATER DUWAMISH,47.57049,-122.34857,5.0,2.0,138907,Other,7837692.5,179.55,1.29,27,1,1.0,0.0,27781.4,69453.5
23268,2016,NonResidential,Small- and Mid-Sized Office,1,GREATER DUWAMISH,47.56999,-122.34703,1.0,2.0,40657,Office,2826828.0,23.6,0.58,19,2,1.0,0.0,40657.0,20328.5
23277,2016,NonResidential,Warehouse,1,GREATER DUWAMISH,47.57279,-122.35066,1.0,1.0,20200,Non-Refrigerated Warehouse,269016.6875,2.25,0.11,116,2,1.0,0.0,20200.0,20200.0
23297,2016,NonResidential,Residence Hall,3,EAST,47.6073,-122.32585,1.0,1.0,44086,Residence Hall/Dormitory,3652708.75,184.0,4.17,112,1,1.0,0.0,44086.0,44086.0
23313,2016,NonResidential,Small- and Mid-Sized Office,3,EAST,47.60819,-122.32282,1.0,3.0,21282,Office,1245923.75,62.23,2.92,60,1,1.0,0.0,21282.0,7094.0
23320,2016,NonResidential,Other,2,SOUTHEAST,47.54563,-122.27616,1.0,2.0,41022,Other,3787648.25,26.41,0.64,95,1,1.0,0.0,41022.0,20511.0
23331,2016,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.72986,-122.29278,1.0,3.0,33580,Office,409578.4063,2.86,0.09,31,2,0.61316,0.38684,33580.0,11193.333
23343,2016,NonResidential,Other,5,NORTH,47.72083,-122.29979,1.0,1.0,30160,Other,1045838.5,44.26,1.47,47,1,1.0,0.0,30160.0,30160.0
23368,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61056,-122.33661,1.0,11.0,111137,Office,9546165.0,294.65,2.65,107,5,1.0,0.0,111137.0,10103.364
23396,2016,NonResidential,Other,1,DELRIDGE,47.56319,-122.35067,1.0,1.0,40189,Other - Utility,1509292.0,37.65,0.94,19,3,1.0,0.0,40189.0,40189.0
23397,2016,NonResidential,Other,1,DELRIDGE,47.57058,-122.35626,1.0,2.0,28109,Other,3612526.75,38.39,1.37,50,1,1.0,0.0,28109.0,14054.5
23404,2016,NonResidential,Small- and Mid-Sized Office,3,EAST,47.60789,-122.32249,1.0,3.0,25151,Office,1356874.75,62.05,2.47,57,1,1.0,0.0,25151.0,8383.667
23408,2016,NonResidential,Hotel,3,EAST,47.60958,-122.32646,1.0,6.0,35770,Hotel,2640980.25,112.34,3.14,88,1,1.0,0.0,35770.0,5961.667
23416,2016,NonResidential,Mixed Use Property,2,DOWNTOWN,47.59949,-122.31851,1.0,2.0,29631,Supermarket/Grocery Store,5144392.0,146.93,4.96,56,3,1.0,0.0,29631.0,14815.5
23418,2016,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59727,-122.32196,1.0,2.0,23472,Office,1625308.625,46.45,1.98,27,3,1.0,0.0,23472.0,11736.0
23419,2016,Nonresidential COS,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.5956,-122.32292,1.0,2.0,21315,Office,2796425.0,110.66,5.19,43,1,1.0,0.0,21315.0,10657.5
23503,2016,NonResidential,Restaurant,1,SOUTHWEST,47.58654,-122.37644,1.0,2.0,20398,Restaurant,9313513.0,334.15,16.38,114,2,1.0,0.0,20398.0,10199.0
23504,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.5746,-122.32637,1.0,1.0,41308,Distribution Center,1642471.5,38.57,0.93,64,1,1.0,0.0,41308.0,41308.0
23562,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60195,-122.33516,1.0,3.0,43878,Multifamily Housing,769771.3125,5.37,0.12,103,4,1.0,0.0,43878.0,14626.0
23566,2016,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62591,-122.35843,1.0,3.0,34976,Performing Arts,873711.125,15.7,0.45,104,1,1.0,0.0,34976.0,11658.667
23618,2016,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.65674,-122.37223,1.0,1.0,38255,Non-Refrigerated Warehouse,985401.8125,33.8,0.88,59,1,1.0,0.0,38255.0,38255.0
23622,2016,Campus,Other,7,MAGNOLIA / QUEEN ANNE,47.65561,-122.38063,23.0,1.0,260241,Other,34012980.0,565.55,2.17,61,1,1.0,0.0,11314.826,260241.0
23653,2016,NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.65103,-122.35541,1.0,3.0,48924,Office,2282551.25,59.24,1.21,27,2,1.0,0.0,48924.0,16308.0
23671,2016,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64168,-122.32562,1.0,4.0,50333,Office,1602084.375,11.17,0.22,57,1,0.64167,0.35833,50333.0,12583.25
23672,2016,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6404,-122.32553,1.0,4.0,57432,Office,2520483.25,17.57,0.31,30,2,0.61858,0.38142,57432.0,14358.0
23673,2016,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.63995,-122.32557,1.0,3.0,25912,Office,666740.3125,4.65,0.18,47,2,0.69296,0.30704,25912.0,8637.333
23674,2016,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64113,-122.32625,1.0,3.0,57132,Office,1994967.75,13.91,0.24,16,2,0.61654,0.38346,57132.0,19044.0
23689,2016,NonResidential,Worship Facility,1,DELRIDGE,47.52172,-122.35487,1.0,2.0,24224,Worship Facility,968026.3125,26.73,1.1,59,2,1.0,0.0,24224.0,12112.0
23691,2016,NonResidential,Worship Facility,1,DELRIDGE,47.51989,-122.35489,1.0,1.0,23706,Worship Facility,400770.9063,13.12,0.55,53,1,1.0,0.0,23706.0,23706.0
23701,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.5465,-122.31704,1.0,1.0,31900,Non-Refrigerated Warehouse,1964681.25,13.7,0.43,53,2,1.0,0.0,31900.0,31900.0
23712,2016,NonResidential,Worship Facility,1,SOUTHWEST,47.52097,-122.38688,1.0,3.0,30740,Worship Facility,1686262.25,61.3,1.99,64,2,1.0,0.0,30740.0,10246.667
23716,2016,NonResidential,Supermarket / Grocery Store,2,SOUTHEAST,47.52262,-122.26922,1.0,1.0,67450,Supermarket/Grocery Store,2842819.5,55.86,0.83,57,1,1.0,0.0,67450.0,67450.0
23736,2016,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.6331,-122.37582,1.0,1.0,47554,Non-Refrigerated Warehouse,1035554.688,16.04,0.34,85,5,1.0,0.0,47554.0,47554.0
23742,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63063,-122.37428,1.0,2.0,43016,Office,1234095.5,60.57,1.41,37,1,0.87447,0.12553,43016.0,21508.0
23743,2016,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.63034,-122.37412,1.0,1.0,24196,Other,1055033.0,22.29,0.92,85,4,1.0,0.0,24196.0,24196.0
23744,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63128,-122.37387,1.0,2.0,20671,Office,638507.125,24.76,1.2,76,1,1.0,0.0,20671.0,10335.5
23762,2016,NonResidential,Worship Facility,1,SOUTHWEST,47.50959,-122.37417,1.0,1.0,35844,Worship Facility,866126.375,6.04,0.17,39,1,1.0,0.0,35844.0,35844.0
23835,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.56121,-122.33872,1.0,2.0,23687,Office,1084553.75,7.56,0.32,33,1,1.0,0.0,23687.0,11843.5
23836,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.56121,-122.33872,1.0,2.0,24221,Office,1435562.75,10.01,0.41,33,1,1.0,0.0,24221.0,12110.5
23846,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61833,-122.35871,1.0,3.0,34030,Office,1748629.875,22.26,0.65,37,1,1.0,0.0,34030.0,11343.333
23857,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60546,-122.34091,1.0,2.0,71919,Office,5381105.0,37.51,0.52,116,3,0.80418,0.19582,71919.0,35959.5
23863,2016,NonResidential,Other,2,GREATER DUWAMISH,47.59549,-122.32538,1.0,3.0,47836,Other - Lodging/Residential,3540225.75,109.59,2.29,24,2,0.84171,0.15829,47836.0,15945.333
23867,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58802,-122.32111,1.0,3.0,34425,Office,2018385.75,50.07,1.45,102,2,1.0,0.0,34425.0,11475.0
23877,2016,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.55226,-122.29629,1.0,2.0,52609,K-12 School,1801941.75,46.51,0.88,45,1,1.0,0.0,52609.0,26304.5
23888,2016,NonResidential,Medical Office,1,SOUTHWEST,47.57296,-122.38643,1.0,3.0,40304,Medical Office,1961581.5,13.67,0.34,32,2,0.70226,0.29774,40304.0,13434.667
23896,2016,NonResidential,Distribution Center,1,GREATER DUWAMISH,47.52878,-122.32771,1.0,1.0,29619,Distribution Center,1280263.75,42.45,1.43,26,2,1.0,0.0,29619.0,29619.0
23935,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.55716,-122.33744,1.0,1.0,38412,Non-Refrigerated Warehouse,1628540.0,67.05,1.75,92,2,1.0,0.0,38412.0,38412.0
23951,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55498,-122.32497,1.0,1.0,24291,Office,655422.375,19.61,0.81,63,1,1.0,0.0,24291.0,24291.0
23960,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.5822,-122.321,1.0,1.0,21349,Distribution Center,659761.875,17.04,0.8,69,2,1.0,0.0,21349.0,21349.0
23971,2016,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.58118,-122.32211,1.0,1.0,25375,Refrigerated Warehouse,4069301.5,28.37,1.12,61,2,1.0,0.0,25375.0,25375.0
23975,2016,Nonresidential COS,Warehouse,2,GREATER DUWAMISH,47.5829,-122.32417,1.0,1.0,22803,Non-Refrigerated Warehouse,764094.5,21.5,0.94,31,2,1.0,0.0,22803.0,22803.0
24026,2016,NonResidential,Self-Storage Facility,2,GREATER DUWAMISH,47.54514,-122.28596,1.0,1.0,23100,Self-Storage Facility,863703.0,13.87,0.6,61,1,1.0,0.0,23100.0,23100.0
24029,2016,NonResidential,Worship Facility,2,SOUTHEAST,47.5419,-122.28302,1.0,3.0,22895,Worship Facility,440419.1875,12.92,0.56,35,2,1.0,0.0,22895.0,7631.667
24030,2016,NonResidential,Retail Store,2,GREATER DUWAMISH,47.53922,-122.28295,1.0,2.0,54211,Retail Store,1267463.125,8.84,0.16,14,3,0.67772,0.32228,54211.0,27105.5
24104,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57833,-122.32563,1.0,1.0,22972,Non-Refrigerated Warehouse,495481.0,3.45,0.15,71,1,1.0,0.0,22972.0,22972.0
24105,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57934,-122.32501,1.0,1.0,24990,Non-Refrigerated Warehouse,523614.0938,8.7,0.35,63,2,1.0,0.0,24990.0,24990.0
24106,2016,NonResidential,Retail Store,2,GREATER DUWAMISH,47.57667,-122.32542,1.0,2.0,24000,Retail Store,1318947.25,40.94,1.71,65,2,1.0,0.0,24000.0,12000.0
24112,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.56758,-122.32638,1.0,1.0,24354,Distribution Center,735907.8125,17.29,0.71,50,2,1.0,0.0,24354.0,24354.0
24115,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.56823,-122.32506,1.0,1.0,33600,Distribution Center,847419.375,15.35,0.46,57,2,1.0,0.0,33600.0,33600.0
24117,2016,NonResidential,Other,2,GREATER DUWAMISH,47.56671,-122.32446,1.0,1.0,20819,Manufacturing/Industrial Plant,1694930.375,51.27,2.46,42,1,1.0,0.0,20819.0,20819.0
24118,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.5668,-122.32499,1.0,1.0,23296,Non-Refrigerated Warehouse,1429855.75,40.01,1.72,49,2,1.0,0.0,23296.0,23296.0
24123,2016,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.57019,-122.32352,1.0,1.0,35222,Non-Refrigerated Warehouse,1758134.625,40.42,1.15,62,7,1.0,0.0,35222.0,35222.0
24132,2016,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.5668,-122.32149,1.0,1.0,25520,Refrigerated Warehouse,1610794.75,59.0,2.31,59,1,1.0,0.0,25520.0,25520.0
24202,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57254,-122.32549,1.0,1.0,21755,Non-Refrigerated Warehouse,844076.8125,17.51,0.8,38,2,1.0,0.0,21755.0,21755.0
24205,2016,NonResidential,Other,2,GREATER DUWAMISH,47.57217,-122.32421,1.0,1.0,27933,Other,6129780.0,42.73,1.53,56,1,1.0,0.0,27933.0,27933.0
24209,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.57013,-122.3244,1.0,1.0,23143,Office,1139980.625,38.87,1.68,33,2,1.0,0.0,23143.0,23143.0
24216,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.57075,-122.32724,1.0,1.0,28800,Office,2107743.75,60.12,2.09,54,2,1.0,0.0,28800.0,28800.0
24218,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57294,-122.32811,1.0,1.0,39600,Non-Refrigerated Warehouse,405050.4063,2.82,0.07,64,1,1.0,0.0,39600.0,39600.0
24219,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57199,-122.32811,1.0,1.0,39600,Non-Refrigerated Warehouse,468396.9063,9.25,0.23,64,1,1.0,0.0,39600.0,39600.0
24225,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.57747,-122.32844,1.0,1.0,41248,Distribution Center,1108310.875,16.5,0.4,79,1,1.0,0.0,41248.0,41248.0
24227,2016,NonResidential,Other,2,GREATER DUWAMISH,47.57587,-122.32789,1.0,1.0,36400,Other,1567746.75,46.16,1.27,7,2,1.0,0.0,36400.0,36400.0
24244,2016,NonResidential,Worship Facility,1,SOUTHWEST,47.57177,-122.38716,1.0,2.0,35864,Worship Facility,1228113.5,43.64,1.22,68,1,1.0,0.0,35864.0,17932.0
24252,2016,NonResidential,Medical Office,4,NORTHEAST,47.66169,-122.28558,1.0,4.0,45264,Medical Office,1849331.25,12.89,0.28,32,1,0.61068,0.38932,45264.0,11316.0
24259,2016,NonResidential,Other,3,CENTRAL,47.60775,-122.31198,1.0,4.0,45082,Other/Specialty Hospital,4262316.5,93.5,2.07,43,1,1.0,0.0,45082.0,11270.5
24270,2016,NonResidential,Worship Facility,6,NORTHWEST,47.68351,-122.35482,1.0,2.0,41600,Worship Facility,1195165.25,30.99,0.74,65,1,1.0,0.0,41600.0,20800.0
24274,2016,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.63567,-122.32522,1.0,2.0,34110,Office,2563985.5,17.87,0.52,56,1,1.0,0.0,34110.0,17055.0
24333,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57832,-122.32649,1.0,1.0,43390,Non-Refrigerated Warehouse,533742.8125,3.72,0.09,46,2,1.0,0.0,43390.0,43390.0
24348,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.58517,-122.32853,1.0,1.0,28144,Distribution Center,858701.0,8.22,0.29,50,2,1.0,0.0,28144.0,28144.0
24351,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.5842,-122.32826,1.0,3.0,71283,Non-Refrigerated Warehouse,2491238.25,43.17,0.61,100,2,1.0,0.0,71283.0,23761.0
24354,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58661,-122.3281,1.0,1.0,23792,Non-Refrigerated Warehouse,2852102.75,19.88,0.84,27,2,1.0,0.0,23792.0,23792.0
24376,2016,Nonresidential COS,Medical Office,2,SOUTHEAST,47.56364,-122.28572,1.0,2.0,38352,Medical Office,2108861.75,14.7,0.38,26,2,0.71105,0.28895,38352.0,19176.0
24381,2016,Nonresidential COS,Mixed Use Property,2,SOUTHEAST,47.56214,-122.28143,1.0,1.0,28425,Fitness Center/Health Club/Gym,2133797.75,57.25,2.01,21,3,1.0,0.0,28425.0,28425.0
24406,2016,NonResidential,Other,5,NORTH,47.7139,-122.29794,1.0,3.0,35115,Automobile Dealership,1922953.25,31.94,0.91,7,1,1.0,0.0,35115.0,11705.0
24415,2016,NonResidential,Mixed Use Property,5,NORTHWEST,47.69734,-122.34639,1.0,1.0,66704,Other - Education,600516.875,19.77,0.3,44,5,1.0,0.0,66704.0,66704.0
24418,2016,Nonresidential COS,Warehouse,5,NORTHWEST,47.70117,-122.34284,1.0,1.0,25658,Non-Refrigerated Warehouse,1063960.125,18.87,0.74,47,2,1.0,0.0,25658.0,25658.0
24461,2016,NonResidential,Retail Store,2,GREATER DUWAMISH,47.58801,-122.32944,1.0,1.0,43794,Retail Store,1164537.75,23.5,0.54,41,2,1.0,0.0,43794.0,43794.0
24484,2016,NonResidential,Worship Facility,4,NORTHEAST,47.68061,-122.29002,1.0,2.0,20385,Worship Facility,809291.8125,34.04,1.67,66,1,1.0,0.0,20385.0,10192.5
24485,2016,NonResidential,Worship Facility,4,NORTHEAST,47.67984,-122.27739,1.0,1.0,24295,Worship Facility,216115.0,1.51,0.06,70,1,1.0,0.0,24295.0,24295.0
24488,2016,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.66888,-122.28333,1.0,2.0,20317,Office,620994.3125,4.33,0.21,49,1,1.0,0.0,20317.0,10158.5
24493,2016,NonResidential,Supermarket / Grocery Store,4,NORTHEAST,47.66824,-122.28394,1.0,1.0,24377,Supermarket/Grocery Store,9851260.0,260.32,10.68,43,1,1.0,0.0,24377.0,24377.0
24513,2016,NonResidential,Other,5,NORTHWEST,47.70197,-122.34219,1.0,1.0,33392,Movie Theater,2786648.75,19.43,0.58,30,1,1.0,0.0,33392.0,33392.0
24539,2016,NonResidential,Warehouse,1,GREATER DUWAMISH,47.52549,-122.33064,1.0,1.0,27420,Non-Refrigerated Warehouse,1176342.25,39.05,1.42,37,1,1.0,0.0,27420.0,27420.0
24560,2016,NonResidential,K-12 School,5,NORTHEAST,47.694,-122.28967,1.0,2.0,43645,K-12 School,2053956.375,85.15,1.95,67,1,1.0,0.0,43645.0,21822.5
24563,2016,NonResidential,Retail Store,5,NORTHEAST,47.69066,-122.29023,1.0,1.0,26853,Retail Store,1399062.75,21.46,0.8,64,1,1.0,0.0,26853.0,26853.0
24581,2016,NonResidential,Other,2,GREATER DUWAMISH,47.57459,-122.3339,1.0,1.0,20975,Other - Entertainment/Public Assembly,347437.6875,6.46,0.31,79,3,1.0,0.0,20975.0,20975.0
24585,2016,NonResidential,Other,2,GREATER DUWAMISH,47.57619,-122.3339,1.0,1.0,26075,Other,1608508.75,17.6,0.67,98,1,1.0,0.0,26075.0,26075.0
24587,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57881,-122.33273,1.0,1.0,29394,Non-Refrigerated Warehouse,1486681.75,26.27,0.89,24,2,1.0,0.0,29394.0,29394.0
24601,2016,NonResidential,Small- and Mid-Sized Office,1,DELRIDGE,47.53419,-122.36624,1.0,3.0,36879,Office,1144267.5,7.98,0.22,46,1,1.0,0.0,36879.0,12293.0
24602,2016,Nonresidential COS,Other,1,DELRIDGE,47.53578,-122.36205,1.0,2.0,28531,Other,3494929.5,92.7,3.25,14,2,1.0,0.0,28531.0,14265.5
24603,2016,NonResidential,Warehouse,1,DELRIDGE,47.53846,-122.36175,1.0,2.0,36600,Non-Refrigerated Warehouse,308400.4063,2.15,0.06,34,1,1.0,0.0,36600.0,18300.0
24614,2016,SPS-District K-12,K-12 School,5,NORTH,47.69845,-122.30747,1.0,1.0,36701,K-12 School,1564891.75,47.98,1.31,57,1,1.0,0.0,36701.0,36701.0
24624,2016,NonResidential,University,4,LAKE UNION,47.65231,-122.34217,1.0,2.0,41293,College/University,2839882.25,61.68,1.49,76,2,0.63086,0.36914,41293.0,20646.5
24629,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.55718,-122.33288,1.0,1.0,48890,Non-Refrigerated Warehouse,2100216.5,61.6,1.26,75,2,1.0,0.0,48890.0,48890.0
24701,2016,NonResidential,Other,2,GREATER DUWAMISH,47.58787,-122.33365,1.0,2.0,20747,Other - Entertainment/Public Assembly,1001964.0,17.45,0.84,81,3,1.0,0.0,20747.0,10373.5
24710,2016,NonResidential,Other,2,GREATER DUWAMISH,47.59347,-122.33369,1.0,4.0,44775,Other,950695.625,29.88,0.67,107,1,1.0,0.0,44775.0,11193.75
24712,2016,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59639,-122.33368,1.0,7.0,36000,Office,1682454.875,11.73,0.33,107,1,1.0,0.0,36000.0,5142.857
24714,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.59081,-122.33487,1.0,2.0,41276,Non-Refrigerated Warehouse,2502081.0,96.62,2.34,78,3,1.0,0.0,41276.0,20638.0
24720,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58686,-122.33469,1.0,1.0,22580,Office,928584.875,9.65,0.43,89,1,1.0,0.0,22580.0,22580.0
24725,2016,NonResidential,Warehouse,3,CENTRAL,47.60192,-122.31641,1.0,1.0,20000,Non-Refrigerated Warehouse,743528.125,33.52,1.68,90,1,1.0,0.0,20000.0,20000.0
24726,2016,NonResidential,Warehouse,3,CENTRAL,47.60224,-122.31529,1.0,1.0,42000,Non-Refrigerated Warehouse,2070005.625,82.07,1.95,62,2,1.0,0.0,42000.0,42000.0
24758,2016,NonResidential,Self-Storage Facility,3,CENTRAL,47.61234,-122.31628,1.0,1.0,24248,Self-Storage Facility,111969.7031,0.79,0.03,54,2,1.0,0.0,24248.0,24248.0
24769,2016,NonResidential,Senior Care Community,5,NORTH,47.70178,-122.32352,1.0,6.0,244500,Senior Care Community,11019641.0,292.8,1.2,7,1,1.0,0.0,244500.0,40750.0
24822,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58462,-122.3347,1.0,3.0,49052,Office,1441445.625,10.05,0.2,106,2,1.0,0.0,49052.0,16350.667
24830,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.57595,-122.33624,1.0,2.0,39036,Office,1528295.75,39.25,1.01,79,2,1.0,0.0,39036.0,19518.0
24840,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.57529,-122.33475,1.0,1.0,26310,Office,771512.6875,14.99,0.57,93,3,1.0,0.0,26310.0,26310.0
24857,2016,NonResidential,Retail Store,2,SOUTHEAST,47.54723,-122.28455,1.0,1.0,37883,Retail Store,12434593.0,413.1,10.9,50,2,1.0,0.0,37883.0,37883.0
24862,2016,NonResidential,K-12 School,1,DELRIDGE,47.53887,-122.37564,1.0,3.0,29874,K-12 School,1274049.75,54.27,1.82,54,1,1.0,0.0,29874.0,9958.0
