OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor
743,2015,NonResidential,Other,3,LAKE UNION,47.63084183,-122.3268537,1.0,4.0,115748,Laboratory,37276920.0,1155.9,9.32,16,1,0.84119,0.15881,115748.0,28937.0
744,2015,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62270587,-122.3589606,1.0,7.0,241875,Office,8168547.0,63.06,0.12,15,2,0.64986,0.35014,241875.0,34553.571
745,2015,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.61946053,-122.3563784,1.0,5.0,102930,Office,4656777.0,60.02,0.41,41,2,0.81813,0.18187,102930.0,20586.0
748,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61473608,-122.3558185,1.0,3.0,76893,Office,12187231.0,262.85,2.95,113,3,1.0,0.0,76893.0,25631.0
749,2015,NonResidential,Large Office,7,DOWNTOWN,47.61746596,-122.34779169,1.0,8.0,150000,Office,9088373.0,95.8,0.4,40,2,0.84247,0.15753,150000.0,18750.0
751,2015,NonResidential,Large Office,7,DOWNTOWN,47.61579878,-122.34154926,1.0,15.0,378002,Office,17572308.0,238.61,0.46,32,2,0.69238,0.30762,378002.0,25200.133
752,2015,NonResidential,Large Office,7,DOWNTOWN,47.61439383,-122.33913932,1.0,11.0,169020,Office,10110827.0,322.79,1.76,52,5,1.0,0.0,169020.0,15365.455
753,2015,NonResidential,Other,7,DOWNTOWN,47.61435318,-122.33885956,1.0,33.0,429405,Data Center,284867168.0,1992.96,1.79,34,2,1.0,0.0,429405.0,13012.273
754,2015,NonResidential,Large Office,7,DOWNTOWN,47.61414902,-122.3343852,1.0,19.0,383515,Office,15552193.0,108.42,0.11,34,3,0.76591,0.23409,383515.0,20185.0
755,2015,NonResidential,Medical Office,7,DOWNTOWN,47.61272237,-122.33714171,1.0,18.0,363934,Medical Office,23230284.0,608.53,1.47,90,3,0.92067,0.07933,363934.0,20218.556
756,2015,NonResidential,Retail Store,7,DOWNTOWN,47.61203003,-122.33483124,1.0,4.0,78920,Retail Store,10513817.0,143.53,1.33,86,1,1.0,0.0,78920.0,19730.0
757,2015,NonResidential,Large Office,7,DOWNTOWN,47.6108292,-122.3448644,1.0,7.0,131143,Office,5288304.0,69.71,0.36,36,2,0.33538,0.66462,131143.0,18734.714
758,2015,NonResidential,Other,7,DOWNTOWN,47.61287405,-122.335276,1.0,1.0,947987,Other - Mall,48143224.0,335.63,0.14,16,4,0.53566,0.46434,947987.0,947987.0
759,2015,NonResidential,Mixed Use Property,3,EAST,47.61500045,-122.3198382,1.0,4.0,55520,Office,3395651.0,140.72,2.47,107,5,1.0,0.0,55520.0,13880.0
760,2015,NonResidential,Large Office,7,DOWNTOWN,47.61045662,-122.3404384,1.0,10.0,132998,Office,5207349.0,153.12,1.04,107,2,1.0,0.0,132998.0,13299.8
761,2015,NonResidential,Retail Store,7,DOWNTOWN,47.60939705,-122.3370035,1.0,3.0,83118,Retail Store,2643948.0,27.66,0.21,75,1,1.0,0.0,83118.0,27706.0
762,2015,NonResidential,Retail Store,7,DOWNTOWN,47.60931778,-122.33786011,1.0,3.0,77555,Retail Store,8063959.0,71.38,0.49,91,1,1.0,0.0,77555.0,25851.667
763,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60757597,-122.3409389,1.0,6.0,51218,Office,2625300.0,18.3,0.14,106,2,1.0,0.0,51218.0,8536.333
764,2015,NonResidential,Large Office,7,DOWNTOWN,47.60831575,-122.33544853,1.0,29.0,489182,Office,32381836.0,225.75,0.18,45,4,1.0,0.0,489182.0,16868.345
766,2015,NonResidential,Large Office,7,DOWNTOWN,47.60749343,-122.3352206,1.0,13.0,189175,Office,19018762.0,132.59,0.27,94,2,1.0,0.0,189175.0,14551.923
767,2015,NonResidential,Large Office,7,DOWNTOWN,47.60565608,-122.33424818,1.0,13.0,293803,Office,17044842.0,118.83,0.15,17,2,0.74649,0.25351,293803.0,22600.231
768,2015,NonResidential,Large Office,7,DOWNTOWN,47.60586544,-122.3393185,1.0,7.0,122356,Office,6618215.0,50.14,0.18,105,3,1.0,0.0,122356.0,17479.429
769,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60378793,-122.33362064,1.0,3.0,52298,Office,1990749.0,13.88,0.1,94,1,1.0,0.0,52298.0,17432.667
771,2015,NonResidential,Large Office,7,DOWNTOWN,47.60302353,-122.33364868,1.0,17.0,116640,Office,6797528.0,163.11,1.21,104,4,1.0,0.0,116640.0,6861.176
772,2015,NonResidential,Large Office,3,DOWNTOWN,47.60600047,-122.32993096,1.0,42.0,1249055,Office,41818868.0,277.98,0.09,34,5,0.83898,0.16102,1249055.0,29739.405
773,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60363571,-122.33229898,1.0,4.0,63150,No information,2982178.0,35.69,0.38,91,1,1.0,0.0,63150.0,15787.5
774,2015,NonResidential,Large Office,7,DOWNTOWN,47.60401687,-122.33197962,1.0,22.0,227556,Office,8201974.0,57.18,0.1,45,2,0.56689,0.43311,227556.0,10343.455
775,2015,NonResidential,Large Office,7,DOWNTOWN,47.60466039,-122.33028619,1.0,76.0,1952220,Office,94560088.0,834.96,0.23,30,2,0.83639,0.16361,1952220.0,25687.105
776,2015,NonResidential,Medical Office,3,EAST,47.60634747,-122.3218006,1.0,5.0,188339,Medical Office,8631444.0,92.21,0.31,27,2,0.47268,0.52732,188339.0,37667.8
777,2015,NonResidential,College/University,3,CENTRAL,47.60963749,-122.3150317,1.0,2.0,60122,College/University,552729.0,3.85,0.02,99,2,1.0,0.0,60122.0,30061.0
778,2015,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59807205,-122.33368683,1.0,6.0,95000,Office,4108523.0,39.44,0.24,105,2,0.85579,0.14421,95000.0,15833.333
779,2015,NonResidential,Large Office,7,DOWNTOWN,47.60386535,-122.32841507,1.0,9.0,224857,Office,15036617.0,394.71,1.55,44,1,1.0,0.0,224857.0,24984.111
780,2015,NonResidential,Large Office,2,DOWNTOWN,47.59885555,-122.330957,1.0,8.0,446261,No information,13943064.0,97.2,0.08,17,1,0.72037,0.27963,446261.0,55782.625
782,2015,NonResidential,Other,2,GREATER DUWAMISH,47.59301502,-122.3345968,1.0,2.0,58492,Other,1767017.0,58.51,0.94,76,1,1.0,0.0,58492.0,29246.0
783,2015,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58959849,-122.3336722,1.0,6.0,62370,Office,4335178.0,30.22,0.19,108,2,1.0,0.0,62370.0,10395.0
784,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.58481885,-122.3268261,1.0,1.0,73296,Non-Refrigerated Warehouse,2265487.0,66.77,0.84,55,2,1.0,0.0,73296.0,73296.0
785,2015,Nonresidential COS,Other,2,GREATER DUWAMISH,47.5829049,-122.3228994,1.0,4.0,102075,Other,14353034.0,178.65,1.22,71,2,1.0,0.0,102075.0,25518.75
786,2015,NonResidential,Other,2,GREATER DUWAMISH,47.58295949,-122.3248752,1.0,1.0,66133,Other,5477570.0,56.8,0.53,30,3,1.0,0.0,66133.0,66133.0
787,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.57669998,-122.3386606,1.0,2.0,115668,Non-Refrigerated Warehouse,3033190.0,81.27,0.64,63,4,1.0,0.0,115668.0,57834.0
790,2015,NonResidential,Other,2,GREATER DUWAMISH,47.57289218,-122.3350363,1.0,1.0,54171,No information,1008645.0,39.08,0.7,46,1,1.0,0.0,54171.0,54171.0
791,2015,NonResidential,Other,2,GREATER DUWAMISH,47.56299869,-122.3255706,1.0,1.0,141686,Other,6802622.0,47.42,0.13,45,1,1.0,0.0,141686.0,141686.0
792,2015,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55659397,-122.3316788,1.0,1.0,93610,Office,6102883.0,133.54,1.24,65,2,1.0,0.0,93610.0,93610.0
793,2015,NonResidential,Large Office,2,GREATER DUWAMISH,47.55267715,-122.32740784,1.0,2.0,156188,Office,6233927.0,54.51,0.18,42,2,1.0,0.0,156188.0,78094.0
794,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.54849916,-122.3243305,1.0,1.0,104900,Non-Refrigerated Warehouse,1796889.0,12.53,0.05,49,1,1.0,0.0,104900.0,104900.0
796,2015,NonResidential,Retail Store,2,GREATER DUWAMISH,47.54698628,-122.3288012,1.0,5.0,238148,Retail Store,11356990.0,79.17,0.13,40,1,1.0,0.0,238148.0,47629.6
797,2015,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.54329841,-122.3308777,1.0,1.0,71718,No information,93802.0,0.65,0.0,46,1,1.0,0.0,71718.0,71718.0
798,2015,NonResidential,Non-Refrigerated Warehouse,1,GREATER DUWAMISH,47.53605811,-122.33229,1.0,1.0,55450,Non-Refrigerated Warehouse,4247457.0,117.75,1.94,46,2,1.0,0.0,55450.0,55450.0
799,2015,NonResidential,"Distribution Center
",1,GREATER DUWAMISH,47.52593209,-122.3308402,1.0,1.0,54880,Distribution Center,2505271.0,78.15,1.33,36,1,1.0,0.0,54880.0,54880.0
800,2015,NonResidential,Retail Store,1,DELRIDGE,47.52224416,-122.3684832,1.0,1.0,113390,Retail Store,7323351.0,154.96,1.17,23,2,1.0,0.0,113390.0,113390.0
801,2015,NonResidential,Other,4,NORTHEAST,47.66482021,-122.29765115,1.0,6.0,361398,Parking,8971926.0,113.32,0.22,13,4,0.24488,0.75512,361398.0,60233.0
802,2015,NonResidential,Supermarket/Grocery Store,2,GREATER DUWAMISH,47.57902013,-122.2998245,1.0,1.0,50785,Supermarket/Grocery Store,7144738.0,174.97,3.07,52,1,1.0,0.0,50785.0,50785.0
803,2015,NonResidential,Small- and Mid-Sized Office,1,DELRIDGE,47.54106841,-122.3376829,1.0,3.0,85126,Office,2019254.0,50.27,0.53,86,1,1.0,0.0,85126.0,28375.333
804,2015,NonResidential,Other,5,NORTH,47.70911192,-122.3246608,1.0,5.0,303255,Parking,11821841.0,122.54,0.25,15,4,0.93464,0.06536,303255.0,60651.0
805,2015,NonResidential,"Distribution Center
",2,GREATER DUWAMISH,47.56485509,-122.338006,1.0,1.0,411584,Distribution Center,13779936.0,391.82,0.87,29,3,1.0,0.0,411584.0,411584.0
806,2015,NonResidential,Mixed Use Property,7,DOWNTOWN,47.59960585,-122.3306596,1.0,4.0,73320,Non-Refrigerated Warehouse,1041304.0,26.41,0.32,113,3,1.0,0.0,73320.0,18330.0
807,2015,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62566459,-122.3680201,1.0,4.0,242686,Office,9207485.0,64.19,0.1,7,2,0.58722,0.41278,242686.0,60671.5
809,2015,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59894805,-122.332488,1.0,6.0,95760,Office,5530880.0,73.77,0.56,115,1,0.83459,0.16541,95760.0,15960.0
811,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.56732628,-122.3352433,1.0,1.0,179413,Non-Refrigerated Warehouse,2290681.0,15.97,0.03,69,1,1.0,0.0,179413.0,179413.0
812,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.57488421,-122.3376277,1.0,1.0,65288,Non-Refrigerated Warehouse,629036.0,4.39,0.03,98,4,1.0,0.0,65288.0,65288.0
813,2015,NonResidential,Non-Refrigerated Warehouse,1,DELRIDGE,47.57260151,-122.3577988,1.0,1.0,170632,Non-Refrigerated Warehouse,666392.0,4.65,0.01,49,2,1.0,0.0,170632.0,170632.0
814,2015,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.63266558,-122.3416858,1.0,10.0,381511,Office,11813861.0,105.41,0.15,21,2,1.0,0.0,381511.0,38151.1
815,2015,NonResidential,Large Office,3,DOWNTOWN,47.60241047,-122.32732941,1.0,17.0,413264,Office,13158205.0,91.73,0.08,6,2,0.66584,0.33416,413264.0,24309.647
817,2015,NonResidential,Mixed Use Property,4,NORTHEAST,47.65836686,-122.31287375,1.0,6.0,122400,Office,5415438.0,87.07,0.56,6,4,0.55637,0.44363,122400.0,20400.0
819,2015,NonResidential,Retail Store,4,NORTHEAST,47.66375728,-122.3002168,1.0,2.0,93803,Retail Store,6211441.0,115.48,1.02,59,4,1.0,0.0,93803.0,46901.5
820,2015,SPS-District K-12,K-12 School,3,CENTRAL,47.6016549,-122.31538028,1.0,1.0,52924,K-12 School,1907697.0,13.3,0.1,27,1,1.0,0.0,52924.0,52924.0
821,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.51277739,-122.28386411,1.0,2.0,123000,Non-Refrigerated Warehouse,2645229.0,18.44,0.06,49,2,1.0,0.0,123000.0,61500.0
822,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.51184247,-122.28179733,1.0,1.0,60448,Non-Refrigerated Warehouse,888308.0,21.24,0.31,37,2,1.0,0.0,60448.0,60448.0
828,2015,NonResidential,Hospital,3,EAST,47.608951,-122.322402,1.0,14.0,1765970,Hospital (General Medical & Surgical),286685536.0,11824.89,6.35,21,2,1.0,0.0,1765970.0,126140.714
829,2015,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.61906313,-122.3586461,1.0,4.0,215946,Office,10752843.0,364.64,1.6,87,3,1.0,0.0,215946.0,53986.5
830,2015,NonResidential,Mixed Use Property,3,EAST,47.60453796,-122.32032776,1.0,4.0,77412,Other,2807583.0,21.75,0.13,11,3,0.72082,0.27918,77412.0,19353.0
831,2015,NonResidential,Medical Office,3,EAST,47.60778771,-122.3201541,1.0,5.0,289419,Medical Office,11792141.0,139.21,0.32,25,2,0.45008,0.54992,289419.0,57883.8
832,2015,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.69943689,-122.3237873,1.0,5.0,90266,No information,7615756.0,53.09,0.23,28,1,1.0,0.0,90266.0,18053.2
837,2015,NonResidential,Non-Refrigerated Warehouse,6,BALLARD,47.65803253,-122.364501,1.0,4.0,87332,Non-Refrigerated Warehouse,1189402.0,13.55,0.1,11,1,0.92605,0.07395,87332.0,21833.0
838,2015,NonResidential,Medical Office,3,EAST,47.61142131,-122.3213375,1.0,3.0,83448,Medical Office,6668456.0,231.39,2.64,87,3,0.81451,0.18549,83448.0,27816.0
839,2015,NonResidential,Hotel,3,EAST,47.61180149,-122.3202724,1.0,6.0,150545,Hotel,13720714.0,464.77,2.92,12,2,0.66776,0.33224,150545.0,25090.833
841,2015,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62149019,-122.3482175,1.0,5.0,141718,Other - Entertainment/Public Assembly,19490284.0,353.49,2.05,16,2,1.0,0.0,141718.0,28343.6
843,2015,NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62569046,-122.35056305,1.0,5.0,111856,Hotel,9375125.0,268.0,2.2,7,2,0.80982,0.19018,111856.0,22371.2
845,2015,NonResidential,Non-Refrigerated Warehouse,3,EAST,47.61819351,-122.3173027,1.0,4.0,132828,Non-Refrigerated Warehouse,1033846.0,7.21,0.02,27,1,1.0,0.0,132828.0,33207.0
847,2015,NonResidential,Non-Refrigerated Warehouse,1,DELRIDGE,47.53920898,-122.3428177,1.0,1.0,70400,Non-Refrigerated Warehouse,14064603.0,323.87,4.04,45,2,1.0,0.0,70400.0,70400.0
848,2015,NonResidential,Retail Store,5,NORTHWEST,47.71410243,-122.3429112,1.0,1.0,101830,Retail Store,10416934.0,262.9,2.32,20,1,1.0,0.0,101830.0,101830.0
850,2015,SPS-District K-12,K-12 School,3,CENTRAL,47.6022912,-122.2917857,1.0,3.0,55353,K-12 School,1520326.0,10.6,0.07,27,1,1.0,0.0,55353.0,18451.0
851,2015,NonResidential,College/University,3,CENTRAL,47.59968538,-122.3037015,1.0,4.0,76700,College/University,7011508.0,67.62,0.51,41,1,1.0,0.0,76700.0,19175.0
854,2015,SPS-District K-12,Other,2,GREATER DUWAMISH,47.58091375,-122.3309884,1.0,3.0,338063,Other,21142886.0,250.05,0.5,13,9,1.0,0.0,338063.0,112687.667
857,2015,NonResidential,Non-Refrigerated Warehouse,1,SOUTHWEST,47.57322201,-122.3600826,1.0,1.0,152365,Non-Refrigerated Warehouse,1243807.0,19.98,0.1,50,2,1.0,0.0,152365.0,152365.0
858,2015,NonResidential,Medical Office,3,CENTRAL,47.60700607,-122.30950928,1.0,6.0,320946,Medical Office,25533580.0,188.13,0.25,105,1,1.0,0.0,320946.0,53491.0
859,2015,NonResidential,Retail Store,2,GREATER DUWAMISH,47.54847297,-122.3227103,1.0,1.0,74178,Retail Store,5229981.0,124.92,1.49,57,1,1.0,0.0,74178.0,74178.0
861,2015,NonResidential,Medical Office,3,EAST,47.6056366,-122.3214798,1.0,5.0,275130,Medical Office,10624295.0,74.07,0.1,12,1,0.58936,0.41064,275130.0,55026.0
864,2015,NonResidential,Non-Refrigerated Warehouse,5,NORTH,47.70847287,-122.3018744,1.0,4.0,80360,Non-Refrigerated Warehouse,746776.0,19.06,0.21,28,1,1.0,0.0,80360.0,20090.0
866,2015,SPS-District K-12,K-12 School,1,SOUTHWEST,47.58007989,-122.3873108,1.0,1.0,61183,K-12 School,2467851.0,97.97,1.55,65,1,1.0,0.0,61183.0,61183.0
867,2015,NonResidential,Supermarket/Grocery Store,3,EAST,47.61378327,-122.3212131,1.0,3.0,119190,Supermarket/Grocery Store,9586556.0,238.77,1.79,19,1,1.0,0.0,119190.0,39730.0
868,2015,NonResidential,Other,2,GREATER DUWAMISH,47.59373474,-122.32424164,1.0,2.0,51856,Automobile Dealership,2014721.0,14.05,0.1,7,2,1.0,0.0,51856.0,25928.0
1280,2015,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58701148,-122.3347036,1.0,3.0,66138,Office,4751090.0,33.12,0.19,94,3,0.8097,0.1903,66138.0,22046.0
1281,2015,NonResidential,Large Office,4,NORTHEAST,47.6620958,-122.31202081,1.0,3.0,113944,Office,17924416.0,124.96,0.42,55,1,0.57426,0.42574,113944.0,37981.333
19445,2015,NonResidential,Mixed Use Property,4,LAKE UNION,47.64879342,-122.33322785,1.0,3.0,93079,No information,1609757.0,11.22,0.05,15,1,0.61223,0.38777,93079.0,31026.333
19461,2015,NonResidential,Worship Facility,4,NORTHEAST,47.67751761,-122.28984675,1.0,2.0,22220,Worship Facility,797435.0,27.69,1.18,58,1,1.0,0.0,22220.0,11110.0
19462,2015,SPS-District K-12,K-12 School,5,NORTHEAST,47.69064642,-122.29834714,1.0,1.0,46732,K-12 School,2198064.0,82.72,1.7,60,1,1.0,0.0,46732.0,46732.0
19472,2015,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.54412779,-122.30873835,1.0,1.0,44700,Office,2065156.0,30.45,0.52,53,3,1.0,0.0,44700.0,44700.0
19477,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.54153185,-122.32884313,1.0,1.0,44100,Non-Refrigerated Warehouse,1696009.0,11.82,0.1,39,1,1.0,0.0,44100.0,44100.0
19481,2015,NonResidential,"Distribution Center
",2,GREATER DUWAMISH,47.54125253,-122.32786627,1.0,1.0,27800,Distribution Center,1310481.0,27.86,0.86,50,1,1.0,0.0,27800.0,27800.0
19489,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.55427046,-122.33647399,1.0,1.0,46340,Non-Refrigerated Warehouse,2438430.0,17.0,0.14,14,1,1.0,0.0,46340.0,46340.0
19491,2015,Campus,Other,2,GREATER DUWAMISH,47.54261556,-122.30645766,1.0,1.0,22800,Manufacturing/Industrial Plant,1951448.0,92.78,4.02,21,1,1.0,0.0,22800.0,22800.0
19501,2015,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.60196478,-122.31456094,1.0,3.0,38460,Office,1857387.0,36.42,0.8,105,1,1.0,0.0,38460.0,12820.0
19520,2015,NonResidential,Worship Facility,6,NORTHWEST,47.68594811,-122.35432084,1.0,2.0,21022,Worship Facility,684155.0,32.87,1.55,93,1,1.0,0.0,21022.0,10511.0
19537,2015,SPS-District K-12,K-12 School,1,SOUTHWEST,47.57769088,-122.40684428,1.0,2.0,51489,K-12 School,1909346.0,67.97,1.26,61,1,1.0,0.0,51489.0,25744.5
19559,2015,NonResidential,"Distribution Center
",2,GREATER DUWAMISH,47.51089546,-122.28074341,1.0,1.0,48001,Distribution Center,2483320.0,101.23,2.05,48,1,1.0,0.0,48001.0,48001.0
19565,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.51442062,-122.27934357,1.0,1.0,26380,Non-Refrigerated Warehouse,686055.0,14.12,0.46,36,2,1.0,0.0,26380.0,26380.0
19570,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.5103068,-122.28119226,1.0,1.0,37351,Non-Refrigerated Warehouse,2465266.0,70.16,1.73,46,2,1.0,0.0,37351.0,37351.0
19572,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.51276131,-122.28071926,1.0,1.0,30375,Non-Refrigerated Warehouse,338141.0,2.36,0.03,34,1,1.0,0.0,30375.0,30375.0
19576,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.51081215,-122.28276297,1.0,1.0,30004,Non-Refrigerated Warehouse,451738.0,3.15,0.04,36,2,1.0,0.0,30004.0,30004.0
19584,2015,NonResidential,Other,4,NORTHEAST,47.68939742,-122.26969106,1.0,3.0,39971,Other,10303305.0,380.17,9.12,87,4,1.0,0.0,39971.0,13323.667
19596,2015,NonResidential,Worship Facility,6,BALLARD,47.68156331,-122.37493866,1.0,2.0,33589,Worship Facility,440658.0,17.79,0.51,101,1,1.0,0.0,33589.0,16794.5
19613,2015,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66611816,-122.38549485,1.0,3.0,43500,Office,3303989.0,23.03,0.2,36,1,1.0,0.0,43500.0,14500.0
19621,2015,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.67522457,-122.40842537,1.0,2.0,28492,Office,2055622.0,41.98,1.25,37,1,1.0,0.0,28492.0,14246.0
19623,2015,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.67447195,-122.40777514,1.0,3.0,22325,Office,1357116.0,9.46,0.16,52,6,1.0,0.0,22325.0,7441.667
19624,2015,NonResidential,"Restaurant
",6,BALLARD,47.67409077,-122.40770067,1.0,3.0,22719,Restaurant,1834570.0,12.79,0.22,38,2,1.0,0.0,22719.0,7573.0
19654,2015,NonResidential,Medical Office,7,DOWNTOWN,47.61643223,-122.33090167,1.0,2.0,44588,Medical Office,14329739.0,379.34,7.71,69,1,0.50659,0.49341,44588.0,22294.0
19656,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61753888,-122.33278228,1.0,3.0,21600,Office,133880.0,0.93,0.02,86,1,1.0,0.0,21600.0,7200.0
19658,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61832601,-122.33341322,1.0,2.0,28568,Office,841242.0,12.91,0.35,78,1,1.0,0.0,28568.0,14284.0
19696,2015,NonResidential,Retail Store,3,DOWNTOWN,47.59656273,-122.31395492,1.0,2.0,147545,Retail Store,7196194.0,186.96,1.14,98,1,1.0,0.0,147545.0,73772.5
19697,2015,Nonresidential COS,Other,4,NORTH,47.68449217,-122.31903789,1.0,2.0,21462,Other,1109924.0,7.74,0.14,92,2,1.0,0.0,21462.0,10731.0
19728,2015,SPS-District K-12,K-12 School,6,NORTHWEST,47.68667488,-122.34216282,1.0,2.0,47602,K-12 School,2004995.0,72.02,1.45,85,1,1.0,0.0,47602.0,23801.0
19730,2015,NonResidential,Other,6,NORTHWEST,47.67779084,-122.3527645,1.0,2.0,28072,Social/Meeting Hall,1183408.0,54.95,1.93,98,1,1.0,0.0,28072.0,14036.0
19742,2015,NonResidential,"Restaurant
",7,DOWNTOWN,47.61486436,-122.34930256,1.0,2.0,31020,Restaurant,5767765.0,250.87,7.92,60,1,1.0,0.0,31020.0,15510.0
19743,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61406326,-122.35022736,1.0,2.0,21600,Office,1943772.0,40.69,1.61,98,2,1.0,0.0,21600.0,10800.0
19746,2015,NonResidential,Other,7,DOWNTOWN,47.61534557,-122.3499573,1.0,1.0,23000,Other,630040.0,21.12,0.87,69,2,1.0,0.0,23000.0,23000.0
19747,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61589336,-122.35109861,1.0,5.0,61825,Office,4735249.0,155.38,2.37,41,2,0.78455,0.21545,61825.0,12365.0
19750,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61685251,-122.35146168,1.0,3.0,64630,Office,2456132.0,66.29,0.93,73,1,1.0,0.0,64630.0,21543.333
19752,2015,NonResidential,Worship Facility,7,DOWNTOWN,47.61619799,-122.35076685,1.0,2.0,20920,Worship Facility,1136676.0,46.05,2.14,67,1,1.0,0.0,20920.0,10460.0
19755,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61600059,-122.34957618,1.0,3.0,20565,Office,841841.0,5.87,0.11,90,1,1.0,0.0,20565.0,6855.0
19766,2015,NonResidential,Worship Facility,1,SOUTHWEST,47.57367495,-122.41166161,1.0,2.0,22128,Worship Facility,534039.0,22.18,0.98,89,1,1.0,0.0,22128.0,11064.0
19774,2015,NonResidential,Retail Store,5,NORTHWEST,47.72763881,-122.34540651,1.0,1.0,48139,Retail Store,767213.0,18.99,0.35,47,1,1.0,0.0,48139.0,48139.0
19776,2015,NonResidential,Other,5,NORTHWEST,47.72778979,-122.34627787,1.0,1.0,29924,Other - Education,1173650.0,15.5,0.37,13,1,1.0,0.0,29924.0,29924.0
19780,2015,NonResidential,Other,5,NORTHWEST,47.72969445,-122.34543246,1.0,1.0,21633,Other,6293359.0,232.12,10.29,47,1,1.0,0.0,21633.0,21633.0
19787,2015,NonResidential,Worship Facility,1,SOUTHWEST,47.56646894,-122.38738808,1.0,2.0,21364,Worship Facility,947884.0,41.6,1.91,66,2,1.0,0.0,21364.0,10682.0
19833,2015,NonResidential,College/University,7,DOWNTOWN,47.61716545,-122.33497649,1.0,2.0,28923,College/University,456397.0,15.43,0.5,23,1,1.0,0.0,28923.0,14461.5
19836,2015,NonResidential,College/University,7,DOWNTOWN,47.61789703,-122.33573914,1.0,3.0,21600,College/University,315468.0,6.19,0.24,87,1,1.0,0.0,21600.0,7200.0
19845,2015,NonResidential,Retail Store,4,NORTHEAST,47.66460037,-122.29972076,1.0,1.0,25735,No information,1231145.0,17.32,0.5,19,2,1.0,0.0,25735.0,25735.0
19847,2015,NonResidential,Retail Store,4,NORTHEAST,47.66384364,-122.29717129,1.0,2.0,25862,Retail Store,5462958.0,177.74,6.47,59,2,1.0,0.0,25862.0,12931.0
19848,2015,NonResidential,Retail Store,4,NORTHEAST,47.66384364,-122.29717129,1.0,2.0,49965,Retail Store,3466461.0,29.26,0.3,12,2,1.0,0.0,49965.0,24982.5
19853,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60259628,-122.33231354,1.0,2.0,20028,Office,552583.0,19.07,0.88,86,1,1.0,0.0,20028.0,10014.0
19855,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60246277,-122.3337326,1.0,7.0,23622,Office,1118346.0,10.05,0.23,115,2,1.0,0.0,23622.0,3374.571
